country_code,date_start,date_end,country_name,indicator_code,indicator_name,month,year,indicator_value
AND,2005-09-01,2005-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2005,84.572652
AND,2006-09-01,2006-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2006,86.520049
AND,2007-09-01,2007-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2007,88.022326
AND,2008-09-01,2008-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2008,91.77802
AND,2009-09-01,2009-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2009,92.417878
AND,2010-09-01,2010-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2010,92.334419
AND,2011-09-01,2011-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2011,92.862998
AND,2012-09-01,2012-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2012,95.032954
AND,2013-09-01,2013-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2013,96.952531
AND,2014-09-01,2014-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2014,98.482628
AND,2015-09-01,2015-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2015,100.930784
AND,2016-09-01,2016-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2016,101.487183
AND,2017-09-01,2017-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2017,104.936857
AND,2018-09-01,2018-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2018,106.049655
AND,2019-09-01,2019-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2019,107.718852
AND,2020-09-01,2020-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2020,110.278287
AND,2021-09-01,2021-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2021,111.836205
AND,2022-09-01,2022-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2022,124.744662
AND,2023-09-01,2023-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2023,137.986959
AND,2024-09-01,2024-09-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",September,2024,139.989995
AND,2000-10-01,2000-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2000,72.153987
AND,2001-10-01,2001-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2001,75.358782
AND,2002-10-01,2002-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2002,78.953022
AND,2003-10-01,2003-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2003,81.419724
AND,2004-10-01,2004-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2004,82.996188
AND,2005-10-01,2005-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2005,84.721025
AND,2006-10-01,2006-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2006,86.686968
AND,2007-10-01,2007-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2007,88.133606
AND,2008-10-01,2008-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2008,92.158226
AND,2009-10-01,2009-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2009,92.362239
AND,2010-10-01,2010-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2010,92.343692
AND,2011-10-01,2011-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2011,92.918638
AND,2012-10-01,2012-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2012,95.255514
AND,2013-10-01,2013-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2013,97.09163
AND,2014-10-01,2014-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2014,99.150307
AND,2015-10-01,2015-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2015,101.264623
AND,2016-10-01,2016-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2016,101.375903
AND,2017-10-01,2017-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2017,105.715815
AND,2018-10-01,2018-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2018,106.160934
AND,2019-10-01,2019-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2019,107.830132
AND,2020-10-01,2020-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2020,110.278287
AND,2021-10-01,2021-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2021,112.170044
AND,2022-10-01,2022-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2022,126.302579
AND,2023-10-01,2023-10-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",October,2023,138.320798
AND,2000-11-01,2000-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2000,72.421054
AND,2001-11-01,2001-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2001,75.625848
AND,2002-11-01,2002-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2002,79.259041
AND,2003-11-01,2003-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2003,81.605191
AND,2004-11-01,2004-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2004,83.116741
AND,2005-11-01,2005-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2005,84.869398
AND,2006-11-01,2006-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2006,86.853888
AND,2007-11-01,2007-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2007,88.244886
AND,2008-11-01,2008-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2008,92.538432
AND,2009-11-01,2009-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2009,92.306599
AND,2010-11-01,2010-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2010,92.352965
AND,2011-11-01,2011-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2011,92.974277
AND,2012-11-01,2012-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2012,95.478073
AND,2013-11-01,2013-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2013,97.23073
AND,2014-11-01,2014-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2014,99.817986
AND,2015-11-01,2015-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2015,100.930784
AND,2016-11-01,2016-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2016,101.042063
AND,2017-11-01,2017-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2017,105.159416
AND,2018-11-01,2018-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2018,106.606054
AND,2019-11-01,2019-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2019,108.052691
AND,2020-11-01,2020-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2020,109.944448
AND,2021-11-01,2021-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2021,112.615163
AND,2022-11-01,2022-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2022,126.858978
AND,2023-11-01,2023-11-30,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",November,2023,138.543358
AND,2000-12-01,2000-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2000,72.68812
AND,2001-12-01,2001-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2001,75.892827
AND,2002-12-01,2002-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2002,79.565061
AND,2003-12-01,2003-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2003,81.790657
AND,2004-12-01,2004-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2004,83.237295
AND,2005-12-01,2005-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2005,85.017771
AND,2006-12-01,2006-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2006,87.020808
AND,2007-12-01,2007-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2007,88.356166
AND,2008-12-01,2008-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2008,92.918638
AND,2009-12-01,2009-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2009,92.250959
AND,2010-12-01,2010-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2010,92.362239
AND,2011-12-01,2011-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2011,93.029917
AND,2012-12-01,2012-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2012,95.700633
AND,2013-12-01,2013-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2013,97.36983
AND,2014-12-01,2014-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2014,98.705187
AND,2015-12-01,2015-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2015,100.374385
AND,2016-12-01,2016-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2016,101.932302
AND,2017-12-01,2017-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2017,104.825577
AND,2018-12-01,2018-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2018,106.828613
AND,2019-12-01,2019-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2019,108.49781
AND,2020-12-01,2020-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2020,109.610608
AND,2021-12-01,2021-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2021,112.949003
AND,2022-12-01,2022-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2022,128.194336
AND,2023-12-01,2023-12-31,Andorra,23013,"Consumer Prices, Food Indices (2015 = 100)",December,2023,139.322316
AND,2000-01-01,2000-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2000,71.971512
AND,2001-01-01,2001-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2001,74.40572
AND,2002-01-01,2002-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2002,76.839404
AND,2003-01-01,2003-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2003,79.2673
AND,2004-01-01,2004-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2004,81.6864
AND,2005-01-01,2005-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2005,84.061516
AND,2006-01-01,2006-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2006,87.03481
AND,2007-01-01,2007-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2007,90.140054
AND,2008-01-01,2008-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2008,92.699901
AND,2009-01-01,2009-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2009,96.280169
AND,2010-01-01,2010-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2010,95.347716
AND,2011-01-01,2011-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2011,97.010297
AND,2012-01-01,2012-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2012,99.455787
AND,2013-01-01,2013-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2013,100.84567
AND,2014-01-01,2014-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2014,100.810483
AND,2015-01-01,2015-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2015,99.121512
AND,2016-01-01,2016-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2016,98.804829
AND,2017-01-01,2017-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2017,101.654969
AND,2018-01-01,2018-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2018,101.86609
AND,2019-01-01,2019-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2019,101.86609
AND,2020-01-01,2020-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2020,103.34394
AND,2021-01-01,2021-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2021,103.027258
AND,2022-01-01,2022-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2022,106.721883
AND,2023-01-01,2023-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2023,114.744497
AND,2024-01-01,2024-01-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",January,2024,119.705851
AND,2000-02-01,2000-02-29,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2000,72.174362
AND,2001-02-01,2001-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2001,74.608571
AND,2002-02-01,2002-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2002,77.041729
AND,2003-02-01,2003-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2003,79.469625
AND,2004-02-01,2004-02-29,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2004,81.879928
AND,2005-02-01,2005-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2005,84.307825
AND,2006-02-01,2006-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2006,87.298711
AND,2007-02-01,2007-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2007,90.342379
AND,2008-02-01,2008-02-29,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2008,93.034177
AND,2009-02-01,2009-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2009,96.183405
AND,2010-02-01,2010-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2010,95.479667
AND,2011-02-01,2011-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2011,97.221419
AND,2012-02-01,2012-02-29,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2012,99.578941
AND,2013-02-01,2013-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2013,100.880857
AND,2014-02-01,2014-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2014,100.810483
AND,2015-02-01,2015-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2015,99.121512
AND,2016-02-01,2016-02-29,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2016,98.593708
AND,2017-02-01,2017-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2017,101.760529
AND,2018-02-01,2018-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2018,101.549408
AND,2019-02-01,2019-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2019,101.760529
AND,2020-02-01,2020-02-29,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2020,102.710576
AND,2021-02-01,2021-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2021,103.132819
AND,2022-02-01,2022-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2022,107.355247
AND,2023-02-01,2023-02-28,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2023,115.377862
AND,2024-02-01,2024-02-29,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",February,2024,120.339215
AND,2000-03-01,2000-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2000,72.377213
AND,2001-03-01,2001-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2001,74.811422
AND,2002-03-01,2002-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2002,77.244053
AND,2003-03-01,2003-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2003,79.67195
AND,2004-03-01,2004-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2004,82.073456
AND,2005-03-01,2005-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2005,84.554133
AND,2006-03-01,2006-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2006,87.562613
AND,2007-03-01,2007-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2007,90.544703
AND,2008-03-01,2008-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2008,93.368453
AND,2009-03-01,2009-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2009,96.086641
AND,2010-03-01,2010-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2010,95.611618
AND,2011-03-01,2011-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2011,97.43254
AND,2012-03-01,2012-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2012,99.702095
AND,2013-03-01,2013-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2013,100.916044
AND,2014-03-01,2014-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2014,101.338287
AND,2015-03-01,2015-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2015,100.177119
AND,2016-03-01,2016-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2016,99.438194
AND,2017-03-01,2017-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2017,102.288333
AND,2018-03-01,2018-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2018,103.027258
AND,2019-03-01,2019-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2019,103.555062
AND,2020-03-01,2020-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2020,103.977304
AND,2021-03-01,2021-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2021,104.927351
AND,2022-03-01,2022-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2022,109.994265
AND,2023-03-01,2023-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2023,117.066833
AND,2024-03-01,2024-03-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",March,2024,121.922626
AND,2000-04-01,2000-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2000,72.580064
AND,2001-04-01,2001-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2001,75.014272
AND,2002-04-01,2002-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2002,77.446378
AND,2003-04-01,2003-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2003,79.874274
AND,2004-04-01,2004-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2004,82.266984
AND,2005-04-01,2005-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2005,84.800441
AND,2006-04-01,2006-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2006,87.826515
AND,2007-04-01,2007-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2007,90.747028
AND,2008-04-01,2008-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2008,93.702728
AND,2009-04-01,2009-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2009,95.989877
AND,2010-04-01,2010-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2010,95.743569
AND,2011-04-01,2011-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2011,97.643662
AND,2012-04-01,2012-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2012,99.82525
AND,2013-04-01,2013-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2013,100.951231
AND,2014-04-01,2014-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2014,101.549408
AND,2015-04-01,2015-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2015,100.282679
AND,2016-04-01,2016-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2016,99.543754
AND,2017-04-01,2017-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2017,102.393894
AND,2018-04-01,2018-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2018,103.34394
AND,2019-04-01,2019-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2019,104.082865
AND,2020-04-01,2020-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2020,104.293987
AND,2021-04-01,2021-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2021,105.349594
AND,2022-04-01,2022-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2022,111.683237
AND,2023-04-01,2023-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2023,117.700197
AND,2024-04-01,2024-04-30,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",April,2024,122.239308
AND,2000-05-01,2000-05-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",May,2000,72.782914
AND,2001-05-01,2001-05-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",May,2001,75.217123
AND,2002-05-01,2002-05-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",May,2002,77.648703
AND,2003-05-01,2003-05-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",May,2003,80.076599
AND,2004-05-01,2004-05-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",May,2004,82.460512
AND,2005-05-01,2005-05-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",May,2005,85.04675
AND,2006-05-01,2006-05-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",May,2006,88.090417
AND,2007-05-01,2007-05-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",May,2007,90.949353
AND,2008-05-01,2008-05-31,Andorra,23012,"Consumer Prices, General Indices (2015 = 100)",May,2008,94.037004
