Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Year Code,Year,Months Code,Months,Unit,Value,Flag
AND,2019-01-01,2019-12-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7021,Annual value,,0.893276257067393,X
AND,2019-01-01,2019-01-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7001,January,,0.875932170997893,X
AND,2019-02-01,2019-02-28,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7002,February,,0.880968007646802,X
AND,2019-03-01,2019-03-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7003,March,,0.884761872661716,X
AND,2019-04-01,2019-04-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7004,April,,0.889818254621494,X
AND,2019-05-01,2019-05-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7005,May,,0.894087238530276,X
AND,2019-06-01,2019-06-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7006,June,,0.885472931092496,X
AND,2019-07-01,2019-07-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7007,July,,0.891393402913680,X
AND,2019-08-01,2019-08-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7008,August,,0.898777254398924,X
AND,2019-09-01,2019-09-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7009,September,,0.908768316009016,X
AND,2019-10-01,2019-10-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7010,October,,0.904767337112401,X
AND,2019-11-01,2019-11-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7011,November,,0.904899383806641,X
AND,2019-12-01,2019-12-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2019,2019,7012,December,,0.899810589870832,X
AND,2020-01-01,2020-12-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7021,Annual value,,0.875506396987983,X
AND,2020-01-01,2020-01-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7001,January,,0.900871388324677,X
AND,2020-02-01,2020-02-29,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7002,February,,0.917010545621275,X
AND,2020-03-01,2020-03-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7003,March,,0.903880523429001,X
AND,2020-04-01,2020-04-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7004,April,,0.920649241845349,X
AND,2020-05-01,2020-05-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7005,May,,0.917275508285291,X
AND,2020-06-01,2020-06-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7006,June,,0.888526298359046,X
AND,2020-07-01,2020-07-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7007,July,,0.872342200881432,X
AND,2020-08-01,2020-08-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7008,August,,0.845444663633819,X
AND,2020-09-01,2020-09-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7009,September,,0.848003145320764,X
AND,2020-10-01,2020-10-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7010,October,,0.849243787009645,X
AND,2020-11-01,2020-11-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7011,November,,0.844744082768813,X
AND,2020-12-01,2020-12-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2020,2020,7012,December,,0.821711101316997,X
AND,2021-01-01,2021-12-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7021,Annual value,,0.845494138890450,X
AND,2021-01-01,2021-01-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7001,January,,0.821635300739061,X
AND,2021-02-01,2021-02-28,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7002,February,,0.826589738714984,X
AND,2021-03-01,2021-03-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7003,March,,0.840400615319389,X
AND,2021-04-01,2021-04-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7004,April,,0.834787254468199,X
AND,2021-05-01,2021-05-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7005,May,,0.823322773892027,X
AND,2021-06-01,2021-06-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7006,June,,0.830075914215421,X
AND,2021-07-01,2021-07-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7007,July,,0.845893571208872,X
AND,2021-08-01,2021-08-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7008,August,,0.849486446829884,X
AND,2021-09-01,2021-09-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7009,September,,0.849594704707926,X
AND,2021-10-01,2021-10-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7010,October,,0.861959274476579,X
AND,2021-11-01,2021-11-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7011,November,,0.876113560246780,X
AND,2021-12-01,2021-12-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2021,2021,7012,December,,0.884659617596237,X
AND,2022-01-01,2022-12-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7021,Annual value,,0.950915533962108,X
AND,2022-01-01,2022-01-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7001,January,,0.883823504654819,X
AND,2022-02-01,2022-02-28,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7002,February,,0.881686489917915,X
AND,2022-03-01,2022-03-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7003,March,,0.907526949604645,X
AND,2022-04-01,2022-04-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7004,April,,0.924322325789588,X
AND,2022-05-01,2022-05-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7005,May,,0.945313607789384,X
AND,2022-06-01,2022-06-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7006,June,,0.946448237885479,X
AND,2022-07-01,2022-07-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7007,July,,0.982423967402214,X
AND,2022-08-01,2022-08-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7008,August,,0.987319384942920,X
AND,2022-09-01,2022-09-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7009,September,,1.009716223844880,X
AND,2022-10-01,2022-10-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7010,October,,1.017742646809340,X
AND,2022-11-01,2022-11-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7011,November,,0.980269841552721,X
AND,2022-12-01,2022-12-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2022,2022,7012,December,,0.944393227351384,X
AND,2023-01-01,2023-12-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7021,Annual value,,0.924839558470698,X
AND,2023-01-01,2023-01-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7001,January,,0.928591326957006,X
AND,2023-02-01,2023-02-28,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7002,February,,0.933262405390524,X
AND,2023-03-01,2023-03-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7003,March,,0.934070843181647,X
AND,2023-04-01,2023-04-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7004,April,,0.911766344678089,X
AND,2023-05-01,2023-05-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7005,May,,0.920174833218312,X
AND,2023-06-01,2023-06-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7006,June,,0.922520830100985,X
AND,2023-07-01,2023-07-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7007,July,,0.904310979627154,X
AND,2023-08-01,2023-08-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7008,August,,0.916685266077895,X
AND,2023-09-01,2023-09-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7009,September,,0.935995721162376,X
AND,2023-10-01,2023-10-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7010,October,,0.946741487933390,X
AND,2023-11-01,2023-11-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7011,November,,0.925221106816800,X
AND,2023-12-01,2023-12-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2023,2023,7012,December,,0.917174330704096,X
AND,2024-01-01,2024-01-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2024,2024,7001,January,,0.916999078832774,X
AND,2024-02-01,2024-02-29,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2024,2024,7002,February,,0.926379312626575,X
AND,2024-03-01,2024-03-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2024,2024,7003,March,,0.919777046044039,X
AND,2024-04-01,2024-04-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2024,2024,7004,April,,0.932160882090518,X
AND,2024-05-01,2024-05-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2024,2024,7005,May,,0.924878819854649,X
AND,2024-06-01,2024-06-30,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2024,2024,7006,June,,0.929454410261177,X
AND,2024-07-01,2024-07-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2024,2024,7007,July,,0.922161546665362,X
AND,2024-08-01,2024-08-31,6,'020,Andorra,LCU,Local currency units per USD,EUR,Euro,2024,2024,7008,August,,0.908085260950668,X
AND,1970-01-01,1970-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1970,1970,7021,Annual value,,0.420708473489356,X
AND,1971-01-01,1971-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1971,1971,7021,Annual value,,0.417515095664098,X
AND,1972-01-01,1972-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1972,1972,7021,Annual value,,0.386278993821095,X
AND,1973-01-01,1973-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1973,1973,7021,Annual value,,0.350150152851402,X
AND,1974-01-01,1974-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1974,1974,7021,Annual value,,0.346702847589340,X
AND,1975-01-01,1975-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1975,1975,7021,Annual value,,0.345022517914167,X
AND,1976-01-01,1976-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1976,1976,7021,Annual value,,0.402094627348956,X
AND,1977-01-01,1977-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1977,1977,7021,Annual value,,0.456539813039659,X
AND,1978-01-01,1978-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1978,1978,7021,Annual value,,0.460782958499113,X
AND,1979-01-01,1979-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1979,1979,7021,Annual value,,0.403429375065110,X
AND,1980-01-01,1980-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1980,1980,7021,Annual value,,0.430937198237332,X
AND,1981-01-01,1981-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1981,1981,7021,Annual value,,0.554865393317346,X
AND,1982-01-01,1982-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1982,1982,7021,Annual value,,0.660266889436812,X
AND,1983-01-01,1983-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1983,1983,7021,Annual value,,0.862031160472235,X
AND,1984-01-01,1984-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1984,1984,7021,Annual value,,0.966193069126409,X
AND,1985-01-01,1985-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1985,1985,7021,Annual value,,1.021985523620780,X
AND,1986-01-01,1986-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1986,1986,7021,Annual value,,0.841707688400272,X
AND,1987-01-01,1987-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1987,1987,7021,Annual value,,0.742119729624688,X
AND,1988-01-01,1988-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1988,1988,7021,Annual value,,0.700099968346696,X
AND,1989-01-01,1989-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1989,1989,7021,Annual value,,0.711464105553753,X
AND,1990-01-01,1990-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1990,1990,7021,Annual value,,0.612635177639144,X
AND,1991-01-01,1991-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1991,1991,7021,Annual value,,0.624521193690174,X
AND,1992-01-01,1992-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1992,1992,7021,Annual value,,0.615310683190493,X
AND,1993-01-01,1993-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1993,1993,7021,Annual value,,0.764850508255903,X
AND,1994-01-01,1994-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1994,1994,7021,Annual value,,0.805103524334980,X
AND,1995-01-01,1995-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1995,1995,7021,Annual value,,0.749395982835094,X
AND,1996-01-01,1996-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1996,1996,7021,Annual value,,0.761251447437485,X
AND,1997-01-01,1997-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1997,1997,7021,Annual value,,0.879963628750816,X
AND,1998-01-01,1998-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1998,1998,7021,Annual value,,0.897884026700964,X
AND,1999-01-01,1999-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,1999,1999,7021,Annual value,,0.938627275833333,X
AND,2000-01-01,2000-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2000,2000,7021,Annual value,,1.085400833333330,X
AND,2001-01-01,2001-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2001,2001,7021,Annual value,,1.117510000000000,X
AND,2002-01-01,2002-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2002,2002,7021,Annual value,,1.062551666666670,X
AND,2003-01-01,2003-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2003,2003,7021,Annual value,,0.886034166666667,X
AND,2004-01-01,2004-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2004,2004,7021,Annual value,,0.805365000000000,X
AND,2005-01-01,2005-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2005,2005,7021,Annual value,,0.804120000000000,X
AND,2006-01-01,2006-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2006,2006,7021,Annual value,,0.797140833333333,X
AND,2007-01-01,2007-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2007,2007,7021,Annual value,,0.730637500000000,X
AND,2008-01-01,2008-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2008,2008,7021,Annual value,,0.682674711239873,X
AND,2009-01-01,2009-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2009,2009,7021,Annual value,,0.719843359785615,X
AND,2010-01-01,2010-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2010,2010,7021,Annual value,,0.755044951989835,X
AND,2011-01-01,2011-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2011,2011,7021,Annual value,,0.719355253609154,X
AND,2012-01-01,2012-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2012,2012,7021,Annual value,,0.778293601412852,X
AND,2013-01-01,2013-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2013,2013,7021,Annual value,,0.753159181847270,X
AND,2014-01-01,2014-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2014,2014,7021,Annual value,,0.753730736717402,X
AND,2015-01-01,2015-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2015,2015,7021,Annual value,,0.901658961641278,X
AND,2016-01-01,2016-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2016,2016,7021,Annual value,,0.904035127950359,X
AND,2017-01-01,2017-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2017,2017,7021,Annual value,,0.885205508269380,X
AND,2018-01-01,2018-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2018,2018,7021,Annual value,,0.846772667108096,X
AND,2019-01-01,2019-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2019,2019,7021,Annual value,,0.893276257067393,X
AND,2020-01-01,2020-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2020,2020,7021,Annual value,,0.875506396987983,X
AND,2021-01-01,2021-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2021,2021,7021,Annual value,,0.845494138890450,X
AND,2022-01-01,2022-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2022,2022,7021,Annual value,,0.950915533962108,X
AND,2023-01-01,2023-12-31,6,'020,Andorra,SLC,Standard local currency units per USD,EUR,Euro,2023,2023,7021,Annual value,,0.924839558470698,X
